Work Order Number,Status,Status Text,Category Code,Category Text,Division,Division Text,Department,Department Text,Priority,Priority Text,Total Cost,Quantity,Actual Labor Hours,Actual Labor Cost,Actual Equip Cost,Actual Material Cost,Contractor Cost,Misc. Cost,Creation Date,Status Date,Start Date,End Date,Duration Actual(Hrs),Billing Required,Main Task,Main Task Text,Cause,Cause Text,Problem,Problem Text,Desc 1,Desc 2,Asset,Assigned Crew,Assigned Crew Text,Supervisor,LeadWorker Id,Street Address,Street Direction,Street Name,Street Type,Loc Zip Code,Street 2 Direction,Street 2 Name,Street 2 Type,Project Number,Building Number,Facility Location,Route (Geographic),Route (Geographic) Text,PM Trigger,PM Trigger Text
18-001000,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,5.87,1,0.2,3.28,2.59,0,0,0,9/5/2018 0:00,9/5/2018 0:00,8/27/2018 0:00,8/27/2018 0:00,0,FALSE,PKGT2,clear coin jam,PLGC3,Finance Office,,,Parking Meter,Parking Meter,11006,,,,,,,,,,,,,,,,,,,
18-001560,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,9.85,1,0.2,7.26,2.59,0,0,0,10/23/2018 0:00,10/23/2018 0:00,9/4/2018 0:00,9/4/2018 0:00,0,FALSE,PKGT2,clear coin jam,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,11009,,,,,,,,,,,,,,,,,,,
18-002104,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,0,1,0,0,0,0,0,0,12/13/2018 0:00,12/13/2018 0:00,12/13/2018 0:00,12/13/2018 0:00,0,FALSE,PKGT6,replace mechanism,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,11009,,,,,,,,,,,,,,,,,,,
18-001660,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,11.85,1,0.2,7.26,2.59,2,0,0,10/26/2018 0:00,10/26/2018 0:00,10/23/2018 0:00,10/23/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,11010,,,,,,,,,,,,,,,,,,,
18-001641,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,5.87,1,0.2,3.28,2.59,0,0,0,10/26/2018 0:00,10/26/2018 0:00,10/25/2018 0:00,10/25/2018 0:00,0,FALSE,PKGT5,inspect and no problem found,PLGC3,Finance Office,,,Parking Meter,Parking Meter,11010,,,,,,,,,,,,,,,,,,,
18-001559,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,9.85,1,0.2,7.26,2.59,0,0,0,10/23/2018 0:00,10/23/2018 0:00,9/4/2018 0:00,10/4/2018 0:00,240,FALSE,PKGT2,clear coin jam,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,11011,,,,,,,,,,,,,,,,,,,
18-001144,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,9.85,1,0.2,7.26,2.59,0,0,0,9/20/2018 0:00,9/20/2018 0:00,9/4/2018 0:00,9/4/2018 0:00,0,FALSE,PKGT2,clear coin jam,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,11012,,,,,,,,,,,,,,,,,,,
18-000632,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,83.72,4,2,70.79,12.93,0,0,0,8/6/2018 0:00,8/6/2018 0:00,8/3/2018 0:00,8/3/2018 0:00,0,FALSE,PKGT16,other,PKGC1,Planned Maintenance,,,Parking Meter,Parking Meter,11013,,,,,,,,,,,,,,,,,,,
18-000517,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,25.12,3,0.6,21.24,3.88,0,0,0,7/24/2018 0:00,7/24/2018 0:00,7/24/2018 0:00,7/24/2018 0:00,0,FALSE,PKGT2,clear coin jam,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,11013,,,,,,,,,,,,,,,,,,,
19-001251,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,51.52,2,1,45.05,6.47,0,0,0,8/12/2019 0:00,8/12/2019 0:00,8/12/2019 0:00,8/12/2019 0:00,0,FALSE,PKGT16,other,PLGC3,Finance Office,,,Parking Meter,Parking Meter,11015,,,,50,,,,,,,,,,,,,,,
19-001310,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,9.01,1,0.2,9.01,0,0,0,0,8/26/2019 0:00,8/26/2019 0:00,8/26/2019 0:00,8/26/2019 0:00,0,FALSE,PKGT2,clear coin jam,PLGC3,Finance Office,,,Parking Meter,Parking Meter,11019,,,,50,,,,,,,,,,,,,,,
19-000870,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,67.4,1,1,34.47,12.93,20,0,0,6/17/2019 0:00,7/19/2019 0:00,5/22/2019 0:00,6/26/2019 0:00,280,FALSE,PKGT8,repair lock,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,11021,,,,50,,,,,,,,,,,,,,,
19-000181,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,32.83,2,1,26.36,6.47,0,0,0,2/5/2019 0:00,2/5/2019 0:00,2/5/2019 0:00,2/5/2019 0:00,0,FALSE,PKGT7,replace housing,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,11025,,,,,,,,,,,,,,,,,,,
18-000260,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,6.74,1,0.1,3.45,1.29,2,0,0,7/9/2018 0:00,7/9/2018 0:00,7/6/2018 0:00,7/6/2018 0:00,0,FALSE,PKGT1,replace battery,PLGC3,Finance Office,,,Parking Meter,Parking Meter,11026,,,,,,,,,,,,,,,,,,,
18-001145,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,9.85,1,0.2,7.26,2.59,0,0,0,9/20/2018 0:00,10/23/2018 0:00,9/4/2018 0:00,9/4/2018 0:00,0,FALSE,PKGT2,clear coin jam,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,11026,,,,,,,,,,,,,,,,,,,
18-000548,2,New Work Order,STT10,Traffic Signal Heads,OPSTT,Traffic,STR,Streets,,,0,0,0,0,0,0,0,0,7/26/2018 0:00,7/26/2018 0:00,,,0,FALSE,,,,,,,Flasher,Right Through,11330,,,,,,,,,,,,,,,,,,,
18-000070,999,Complete,STT6,Signs,OPSGN,Signs,STT,Traffic,,,121.92,0,2,72.99,12.93,36,0,0,6/21/2018 0:00,6/21/2018 0:00,,,0,FALSE,STT31,Sign Replacement,STTC3,Reactive Maintenance,STTP3,Vehicle Accident,R1-1,,11637,,,,,,,,,,,,,,,,,,,
19-001050,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,34.44,3,0.6,20.68,7.76,6,0,0,7/24/2019 0:00,7/24/2019 0:00,6/3/2019 0:00,6/3/2019 0:00,0,FALSE,PKGT1,replace battery,PLGC3,Finance Office,,,Parking Meter,Parking Meter,16002,,,,50,,,,,,,,,,,,,,,
18-000981,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,11.85,1,0.2,7.26,2.59,2,0,0,8/31/2018 0:00,8/31/2018 0:00,8/30/2018 0:00,8/30/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,16006,,,,,,,,,,,,,,,,,,,
19-001332,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,119.77,6,2.4,92.25,15.52,12,0,0,8/29/2019 0:00,8/29/2019 0:00,8/29/2019 0:00,8/29/2019 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,16011,,,,72,,,,,,,,,,,,,,,
18-001739,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,9.85,1,0.2,7.26,2.59,0,0,0,10/30/2018 0:00,10/30/2018 0:00,10/24/2018 0:00,10/24/2018 0:00,0,FALSE,PKGT2,clear coin jam,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,16011,,,,,,,,,,,,,,,,,,,
18-000122,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,35.28,8,0.2,3.28,0,32,0,0,6/26/2018 0:00,6/26/2018 0:00,6/21/2018 0:00,6/21/2018 0:00,0,FALSE,PKGT9,dome replacement,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17001,,,,,,,,,,,,,,,,,,,
19-000561,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,14.67,2,0.5,8.2,6.47,0,0,0,3/29/2019 0:00,3/29/2019 0:00,3/27/2019 0:00,3/27/2019 0:00,0,FALSE,PKGT2,clear coin jam,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17002,,,,,,,,,,,,,,,,,,,
18-000408,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,72.61,7,1.4,49.56,9.05,14,0,0,7/18/2018 0:00,7/18/2018 0:00,7/17/2018 0:00,7/17/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17005,,,,,,,,,,,,,,,,,,,
18-002140,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,29.33,8,1,16.4,12.93,0,0,0,12/19/2018 0:00,12/19/2018 0:00,12/17/2018 0:00,12/17/2018 0:00,0,FALSE,PKGT2,clear coin jam,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17009,,,,,,,,,,,,,,,,,,,
18-001113,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,20.07,1,0.3,10.89,5.18,4,0,0,9/20/2018 0:00,9/20/2018 0:00,9/18/2018 0:00,9/18/2018 0:00,0,FALSE,PKGT2,clear coin jam,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17009,,,,,,,,,,,,,,,,,,,
18-001870,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,11.85,1,0.2,7.26,2.59,2,0,0,11/14/2018 0:00,11/14/2018 0:00,11/8/2018 0:00,11/8/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17010,,,,,,,,,,,,,,,,,,,
18-000587,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,6.74,1,0.1,3.45,1.29,2,0,0,7/30/2018 0:00,7/30/2018 0:00,7/30/2018 0:00,7/30/2018 0:00,0,FALSE,PKGT1,replace battery,PLGC3,Finance Office,,,Parking Meter,Parking Meter,17012,,,,,,,,,,,,,,,,,,,
18-001871,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,10.25,1,0.2,7.26,2.59,0.4,0,0,11/14/2018 0:00,11/14/2018 0:00,11/8/2018 0:00,11/8/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17013,,,,,,,,,,,,,,,,,,,
19-000162,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,120.51,11,2,72.65,25.86,22,0,0,2/4/2019 0:00,2/4/2019 0:00,2/4/2019 0:00,2/4/2019 0:00,0,FALSE,PKGT1,replace battery,PKGC1,Planned Maintenance,,,Parking Meter,Parking Meter,17015,,,,,,,,,,,,,,,,,,,
18-001115,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,11.85,1,0.2,7.26,2.59,2,0,0,9/20/2018 0:00,9/20/2018 0:00,9/18/2018 0:00,9/18/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17022,,,,,,,,,,,,,,,,,,,
18-002050,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,11.85,1,0.2,7.26,2.59,2,0,0,12/10/2018 0:00,12/10/2018 0:00,11/28/2018 0:00,11/28/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17023,,,,,,,,,,,,,,,,,,,
18-002112,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,7.87,1,0.2,3.28,2.59,2,0,0,12/14/2018 0:00,12/14/2018 0:00,12/12/2018 0:00,12/12/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17024,,,,,,,,,,,,,,,,,,,
19-000138,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,37.85,14,0.2,7.26,2.59,28,0,0,1/25/2019 0:00,1/25/2019 0:00,1/23/2019 0:00,1/23/2019 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17025,,,,,,,,,,,,,,,,,,,
19-000161,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,98.51,20,2,72.65,25.86,0,0,0,2/4/2019 0:00,2/4/2019 0:00,2/1/2019 0:00,2/1/2019 0:00,0,FALSE,PKGT16,other,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17025,,,,,,,,,,,,,,,,,,,
18-000304,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,12.76,2,0.4,10.17,2.59,0,0,0,7/11/2018 0:00,7/11/2018 0:00,7/10/2018 0:00,7/10/2018 0:00,0,FALSE,PKGT16,other,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17025,,,,,,,,,,,,,,,,,,,
19-001041,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,6.89,1,0.2,6.89,0,0,0,0,7/24/2019 0:00,7/24/2019 0:00,7/24/2019 0:00,7/24/2019 0:00,0,FALSE,PKGT15,generic reset,PLGC3,Finance Office,,,Parking Meter,Parking Meter,17027,,,,50,,,,,,,,,,,,,,,
18-001116,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,11.85,1,0.2,7.26,2.59,2,0,0,9/20/2018 0:00,9/20/2018 0:00,9/18/2018 0:00,9/18/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17028,,,,,,,,,,,,,,,,,,,
19-001096,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,102.86,7,2.8,70.76,18.1,14,0,0,7/31/2019 0:00,7/31/2019 0:00,6/20/2019 0:00,6/20/2019 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17030,,,,72,,,,,,,,,,,,,,,
18-000572,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,6.74,1,0.1,3.45,1.29,2,0,0,7/30/2018 0:00,7/30/2018 0:00,7/27/2018 0:00,7/27/2018 0:00,0,FALSE,PKGT1,replace battery,PLGC3,Finance Office,,,Parking Meter,Parking Meter,17030,,,,,,,,,,,,,,,,,,,
19-000160,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,98.51,19,2,72.65,25.86,0,0,0,2/4/2019 0:00,2/4/2019 0:00,2/1/2019 0:00,2/1/2019 0:00,0,FALSE,PKGT15,generic reset,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17030,,,,,,,,,,,,,,,,,,,
19-001044,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,146.95,10,4,101.09,25.86,20,0,0,7/24/2019 0:00,7/24/2019 0:00,5/29/2019 0:00,5/29/2019 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17031,,,,72,,,,,,,,,,,,,,,
18-001847,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,11.85,1,0.2,7.26,2.59,2,0,0,11/9/2018 0:00,11/9/2018 0:00,11/8/2018 0:00,11/8/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17033,,,,,,,,,,,,,,,,,,,
18-002051,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,11.85,1,0.2,7.26,2.59,2,0,0,12/10/2018 0:00,12/10/2018 0:00,11/28/2018 0:00,11/28/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17036,,,,,,,,,,,,,,,,,,,
18-002119,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,5.87,1,0.2,3.28,2.59,0,0,0,12/14/2018 0:00,12/14/2018 0:00,12/12/2018 0:00,12/12/2018 0:00,0,FALSE,PKGT5,inspect and no problem found,PLGC3,Finance Office,,,Parking Meter,Parking Meter,17037,,,,,,,,,,,,,,,,,,,
19-000176,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,262.6,82,8,210.88,51.72,0,0,0,2/5/2019 0:00,2/5/2019 0:00,2/5/2019 0:00,2/5/2019 0:00,0,FALSE,PKGT16,other,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17038,,,,,,,,,,,,,,,,,,,
18-000298,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,50.28,6,1.2,30.52,7.76,12,0,0,7/11/2018 0:00,7/11/2018 0:00,7/10/2018 0:00,7/10/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17039,,,,,,,,,,,,,,,,,,,
19-000031,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,49.25,1,1,36.32,12.93,0,0,0,1/4/2019 0:00,1/4/2019 0:00,1/3/2019 0:00,1/3/2019 0:00,0,FALSE,PKGT16,other,PKGC1,Planned Maintenance,,,Parking Meter,Parking Meter,17039,,,,,,,,,,,,,,,,,,,
18-000982,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,9.85,1,0.2,7.26,2.59,0,0,0,8/31/2018 0:00,8/31/2018 0:00,8/30/2018 0:00,8/30/2018 0:00,0,FALSE,PKGT2,clear coin jam,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17040,,,,,,,,,,,,,,,,,,,
19-001301,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,94.18,5,2,71.25,12.93,10,0,0,8/22/2019 0:00,8/22/2019 0:00,8/21/2019 0:00,8/21/2019 0:00,0,FALSE,PKGT1,replace battery,,,,,Parking Meter,Parking Meter,17041,,,,72,,,,,,,,,,,,,,,
18-000239,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,6.89,1,0.2,6.89,0,0,0,0,7/6/2018 0:00,7/6/2018 0:00,7/5/2018 0:00,7/5/2018 0:00,0,FALSE,PKGT1,replace battery,PLGC3,Finance Office,,,Parking Meter,Parking Meter,17044,,,,,,,,,,,,,,,,,,,
19-000029,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,49.25,1,1,36.32,12.93,0,0,0,1/4/2019 0:00,1/4/2019 0:00,1/3/2019 0:00,1/3/2019 0:00,0,FALSE,PKGT16,other,PKGC1,Planned Maintenance,,,Parking Meter,Parking Meter,17044,,,,,,,,,,,,,,,,,,,
18-001332,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,3.28,1,0.2,3.28,0,0,0,0,10/4/2018 0:00,10/4/2018 0:00,10/3/2018 0:00,10/3/2018 0:00,0,FALSE,PKGT2,clear coin jam,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17045,,,,72,,,,,,,,,,,,,,,
18-001662,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,11.85,1,0.2,7.26,2.59,2,0,0,10/26/2018 0:00,10/26/2018 0:00,9/27/2018 0:00,9/27/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17047,,,,,,,,,,,,,,,,,,,
19-000643,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,14.67,4,0.5,8.2,6.47,0,0,0,4/17/2019 0:00,4/17/2019 0:00,4/16/2019 0:00,4/16/2019 0:00,0,FALSE,PKGT15,generic reset,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17047,,,,,,,,,,,,,,,,,,,
18-002114,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,7.87,1,0.2,3.28,2.59,2,0,0,12/14/2018 0:00,12/14/2018 0:00,12/12/2018 0:00,12/12/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17048,,,,,,,,,,,,,,,,,,,
19-000717,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,9.85,1,0.2,7.26,2.59,0,0,0,5/7/2019 0:00,5/7/2019 0:00,5/7/2019 0:00,5/7/2019 0:00,0,FALSE,PKGT5,inspect and no problem found,PLGC3,Finance Office,,,Parking Meter,Parking Meter,17049,,,,,,,,,,,,,,,,,,,
19-000296,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,65.65,9,2,52.72,12.93,0,0,0,2/14/2019 0:00,2/14/2019 0:00,2/14/2019 0:00,2/14/2019 0:00,0,FALSE,PKGT16,other,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,17051,,,,,,,,,,,,,,,,,,,
19-000327,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,69.25,33,1,36.32,12.93,20,0,0,2/18/2019 0:00,2/19/2019 0:00,2/18/2019 0:00,2/18/2019 0:00,0,FALSE,PKGT16,other,PKGC1,Planned Maintenance,,,Parking Meter,Parking Meter,20001,,,,,,,,,,,,,,,,,,,
19-001175,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,9.01,1,0.2,9.01,0,0,0,0,8/5/2019 0:00,8/5/2019 0:00,,,0,FALSE,PKGT15,generic reset,PLGC3,Finance Office,,,Parking Meter,Parking Meter,20002,,,,50,,,,,,,,,,,,,,,
18-001665,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,11.85,1,0.2,7.26,2.59,2,0,0,10/26/2018 0:00,10/26/2018 0:00,9/27/2018 0:00,9/27/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,20003,,,,,,,,,,,,,,,,,,,
18-000793,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,11.85,1,0.2,7.26,2.59,2,0,0,8/17/2018 0:00,8/17/2018 0:00,8/13/2018 0:00,8/13/2018 0:00,0,FALSE,PKGT1,replace battery,PLGC3,Finance Office,,,Parking Meter,Parking Meter,20003,,,,,,,,,,,,,,,,,,,
18-000715,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,5.45,1,0.1,3.45,0,2,0,0,8/13/2018 0:00,8/13/2018 0:00,8/13/2018 0:00,8/13/2018 0:00,0,FALSE,PKGT1,replace battery,PLGC3,Finance Office,,,Parking Meter,Parking Meter,20003,,,,,,,,,,,,,,,,,,,
18-000672,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,6.38,1,0.2,5.09,1.29,0,0,0,8/7/2018 0:00,8/7/2018 0:00,8/7/2018 0:00,8/7/2018 0:00,0,FALSE,PKGT15,generic reset,PLGC3,Finance Office,,,Parking Meter,Parking Meter,20003,,,,,,,,,,,,,,,,,,,
18-001111,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,5.87,1,0.2,3.28,2.59,0,0,0,9/20/2018 0:00,9/20/2018 0:00,9/20/2018 0:00,9/20/2018 0:00,0,FALSE,PKGT2,clear coin jam,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,20003,,,,,,,,,,,,,,,,,,,
18-001119,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,9.85,1,0.2,7.26,2.59,0,0,0,9/20/2018 0:00,9/20/2018 0:00,9/5/2018 0:00,9/5/2018 0:00,0,FALSE,PKGT5,inspect and no problem found,PLGC3,Finance Office,,,Parking Meter,Parking Meter,20003,,,,,,,,,,,,,,,,,,,
19-000560,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,47.33,9,1,16.4,12.93,18,0,0,3/29/2019 0:00,3/29/2019 0:00,3/27/2019 0:00,3/27/2019 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,20005,,,,,,,,,,,,,,,,,,,
18-001112,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,5.87,1,0.2,3.28,2.59,0,0,0,9/20/2018 0:00,9/20/2018 0:00,9/20/2018 0:00,9/20/2018 0:00,0,FALSE,PKGT15,generic reset,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,20005,,,,,,,,,,,,,,,,,,,
19-000298,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,11.85,1,0.2,7.26,2.59,2,0,0,2/14/2019 0:00,2/14/2019 0:00,2/14/2019 0:00,2/14/2019 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,20008,,,,,,,,,,,,,,,,,,,
19-000867,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,25.39,2,0.8,20.22,5.17,0,0,0,6/17/2019 0:00,6/17/2019 0:00,5/22/2019 0:00,5/22/2019 0:00,0,FALSE,PKGT15,generic reset,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,20009,,,,72,,,,,,,,,,,,,,,
19-000858,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,5.87,1,0.2,3.28,2.59,0,0,0,6/14/2019 0:00,6/14/2019 0:00,5/22/2019 0:00,5/22/2019 0:00,0,FALSE,PKGT15,generic reset,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,20009,,,,72,,,,,,,,,,,,,,,
18-001120,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,11.85,1,0.2,7.26,2.59,2,0,0,9/20/2018 0:00,9/20/2018 0:00,9/18/2018 0:00,9/18/2018 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,20010,,,,,,,,,,,,,,,,,,,
19-000107,999,Complete,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,9.87,2,0.2,3.28,2.59,4,0,0,1/16/2019 0:00,1/16/2019 0:00,1/16/2019 0:00,1/16/2019 0:00,0,FALSE,PKGT1,replace battery,PKGC2,Meter Crew,,,Parking Meter,Parking Meter,20011,,,,,,,,,,,,,,,,,,,
19-000259,941,WO On Hold,PKGMTR,Parking Meters,FACPKG,Parking,PKG,Parking Meters,,,29.85,1,0.2,7.26,2.59,20,0,0,2/11/2019 0:00,2/11/2019 0:00,2/11/2019 0:00,2/11/2019 0:00,0,FALSE,PKGT16,other,PKGC1,Planned Maintenance,,,Pay By Cell Signage,Pay By Cell Signage,20018,,,,,,,,,,,,,,,,,,,
